pers;date_begin;date_end;date diff;fr;en;pt;es;authors;reviewers;editor;translator;total contrib;orcid_id;have_orcid;fr_contrib;en_contrib;pt_contrib;es_contrib;authors_contrib;reviewers_contrib;editor_contrib;translator_contrib;role1;role2;role3;city1;city2;city3;country1;country2;country3;institution1;institution2;institution3;speciality1;speciality2;speciality3;role1;role2;role3;speciality_sofia;institution_sofia;year_start_sofia;country sofia;city sofia;institution_clean;year_start_sofia;country sofia;city sofia;;;;;;;;;;;
AurÃ©lien Berra;27/06/2012;27/06/2012;0;0;1;0;0;0;1;0;0;1;0000-0002-1695-8497;1;0;1;0;0;0;1;0;0; None;;;Paris;;;FR;;;Ecole des Hautes Etudes en Sciences Sociales;;; None;;Information Studies;;;;;;;;;;2012;FR;Paris;;;;;;;;;;;
John Russell;05/09/2016;27/03/2017;1;0;2;0;0;0;2;0;0;2;0000-0002-7998-940X;1;0;1;0;0;0;1;0;0;MLS;;;Bloomington;;;US;;;Indiana University;;; None;;Religious Studies;;;;;;;;;;2016;US;Bloomington;;;;;;;;;;;
Jon MacKay;20/02/2018;20/02/2018;0;0;1;0;0;1;0;0;0;1;;0;0;1;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;management;;;;;;2018;;;;;;;;;;;;;
"""Zo&#235"; Wilkinson Salda&#241;"a""";15/01/2018;15/01/2018;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;#VALUE!;;;;;;;;;;;;;
Patrick Burns;22/06/2013;08/12/2019;6;0;3;0;0;0;3;0;0;3;0000-0003-2158-866X;1;0;1;0;0;0;1;0;0;;Phd;;;Bronx;;;US;;;Fordham University;;;Classics;;;;;;;;;;0;2013;US;Bronx;;;;;;;;;;;
Melanie Walsh;29/09/2021;29/09/2021;0;0;1;0;0;0;1;0;0;1;0000-0003-4558-3310;1;0;1;0;0;0;1;0;0;Phd;;;St. Louis;;;US;;;Washington University in St. Louis;;;English;;;;;;;;;;;;2021;US;St. Louis;;;;;;;;;;;
Tim Compeau;07/06/2016;07/06/2016;0;0;1;0;0;0;1;0;0;1;;0;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;Phd;;;;;;;;;2016;;;;;;;;;;;;;
Jon Crump;25/11/2014;25/11/2014;0;0;1;0;0;1;0;0;0;1;;0;0;1;0;0;1;0;0;0;;;;;;;;;;;;;;;English;;;;digital humanities;;;;;;2014;;;;;;;;;;;;;
M. Willis Monroe;23/11/2020;23/11/2020;0;0;1;0;0;0;1;0;0;1;0000-0002-9126-2991;1;0;1;0;0;0;1;0;0;Phd;;;Providence;;;US;;;Brown University;;;Egyptology and Assyriology;;;;;;;;;;;;2020;US;Providence;;;;;;;;;;;
Sandra van Ginhoven;13/09/2017;13/09/2017;0;0;1;0;0;0;1;0;0;1;0000-0001-6785-0809;1;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2017;;;;;;;;;;;;;
Sheila Brennan;24/02/2016;24/02/2016;0;0;1;0;0;0;1;0;0;1;0000-0002-7883-2996;1;0;1;0;0;0;1;0;0;Phd;Associate Director;;Fairfax;Fairfax;;US;US;;George Mason University;George Mason University;;History and Art History;Roy Rosenzweig Center for History and New Media;;;;;;;;;;0;2016;US;Fairfax;;;;;;;;;;;
Taryn Dewar;05/09/2016;05/09/2016;0;0;1;0;0;1;0;0;0;1;;0;0;1;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;public history;;;;;;2016;;;;;;;;;;;;;
StÃ©fan Sinclair;22/11/2016;22/11/2016;0;0;1;0;0;0;1;0;0;1;;0;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2016;;;;;;;;;;;;;
Alan MacEachern;02/09/2012;02/09/2012;0;0;1;0;0;0;1;0;0;1;;0;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;history;;;;;;2012;;;;;;;;;;;;;
Megan Kudzia;02/04/2018;17/05/2021;3;0;2;0;0;0;2;0;0;2;0000-0003-0900-6823;1;0;1;0;0;0;1;0;0;Master;;;Detroit;;;US;;;Wayne State University;;;School of Library and Information Science;;;;;;;;;;;;2018;US;Detroit;;;;;;;;;;;
Jason Crider;10/08/2018;10/08/2018;0;0;1;0;0;0;1;0;0;1;0000-0003-2897-2090;1;0;1;0;0;0;1;0;0;Graduate Teacher of Record;Graduate Research Fellow;Assistant Professor;Clemson;Gainesville;College Station;US;US;US;Clemson University;University of Florida;Texas A&M University ;English;English;;;;;;;;;;Texas A&M University ;2018;US;Gainesville;;;;;;;;;;;
Michelle Moravec;04/10/2013;04/10/2013;0;0;1;0;0;0;1;0;0;1;;0;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2013;;;;;;;;;;;;;
Ezra Brooks;04/10/2013;04/10/2013;0;0;1;0;0;0;1;0;0;1;;0;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2013;;;;;;;;;;;;;
Russell Alleen-Willems;04/10/2013;04/10/2013;0;0;1;0;0;0;1;0;0;1;;0;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;Research Assistant;Research Assistant;Research Assistant;;;;;;;2013;;;;;;;;;;;;;
Dennis Tenen;19/03/2014;19/03/2014;0;0;1;0;0;1;0;0;0;1;;0;0;1;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;literature;;;;;;2014;;;;;;;;;;;;;
Dave Shepard;22/06/2013;22/06/2013;0;0;1;0;0;0;1;0;0;1;;0;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2013;;;;;;;;;;;;;
Boris Capitanu;22/11/2016;22/11/2016;0;0;1;0;0;1;0;0;0;1;;0;0;1;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;computer science;;;;;;2016;;;;;;;;;;;;;
Doug Knox;22/06/2013;22/06/2013;0;0;1;0;0;1;0;0;0;1;;0;0;1;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;digital humanities;;;;;;2013;;;;;;;;;;;;;
Ryan Cordell;18/02/2015;18/02/2015;0;0;1;0;0;0;1;0;0;1;0000-0002-4345-0533;1;0;1;0;0;0;1;0;0;Phd;Associate Professor;Associate Professor;Charlottesville;Boston;Urbana;US;US;US;University of Virginia;Northeastern University;University of Illinois;English;English;;;;;;;;;;University of Illinois;2015;US;Boston;;;;;;;;;;;
Sharon Howard;11/11/2012;30/04/2014;2;0;2;0;0;0;2;0;0;2;0000-0002-6051-6274;1;0;1;0;0;0;1;0;0;Phd;Project Manager;Research Assistant;Aberystwyth;Sheffield;London;GB;GB;GB;Aberystwyth University;University of Sheffield;Birkbeck University of London;History and Welsh History;Digital Humanities Institute;Tufts Technology Services;;;;;;;;;Birkbeck University of London;2012;GB;Sheffield;;;;;;;;;;;
Qiwei Li;23/08/2017;23/08/2017;0;0;1;0;0;0;1;0;0;1;0000-0002-1020-3050;1;0;1;0;0;0;1;0;0;;Assistant Professor;Assistant Professor;;Dallas;Richardson;;US;US;;University of Texas Southwestern Medical Center;University of Texas at Dallas;;Medical Center;;;;;;;;;;University of Texas at Dallas;2017;US;Dallas;;;;;;;;;;;
Brandon Hawk;25/11/2014;25/11/2014;0;0;1;0;0;0;1;0;0;1;0000-0002-5406-8807;1;0;1;0;0;0;1;0;0;MA;;Associate Professor;Storrs;;Providence;US;;US;University of Connecticut;;Rhode Island College;Medieval Studies;;Historical Research;;;;;;;;;Rhode Island College;2014;US;Storrs;;;;;;;;;;;
Jack Pay;30/01/2020;30/01/2020;0;0;1;0;0;0;1;0;0;1;;0;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2020;;;;;;;;;;;;;
Adam Dennett;27/01/2017;27/01/2017;0;0;1;0;0;0;1;0;0;1;0000-0003-2742-5968;1;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2017;;;;;;;;;;;;;
Anouk Lang;31/10/2017;31/10/2017;0;0;1;0;0;0;1;0;0;1;0000-0001-9597-1026;1;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;Library and Information Science;;;;;;;;;;2017;;;;;;;;;;;;;
Finn Arne JÃ¸rgensen;13/12/2013;13/12/2013;0;0;4;0;0;0;4;0;0;4;0000-0003-3696-4189;1;0;1;0;0;0;1;0;0;Phd;Associate Professor;Professor;Trondheim;UmeÃ¥;Stavanger;NO;SE;NO;Norwegian University of Science and Technology;UmeÃ¥ University;University of Stavanger;Department of Interdisciplinary Studies of Culture;Department of Historical, Philosophical, and Religious Studies;;;;;;;;;;University of Stavanger;2013;SE;UmeÃ¥;;;;;;;;;;;
Abby Schreiber;13/12/2013;13/12/2013;0;0;2;0;0;0;2;0;0;2;0000-0003-2350-049X;1;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2013;;;;;;;;;;;;;
Diana Rebelo Rodriguez;13/07/2021;02/03/2022;1;0;0;4;0;0;0;0;4;4;;0;0;0;1;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Nancy Lemay;13/11/2015;13/11/2015;0;0;1;0;0;0;1;0;0;1;0000-0003-0311-5252;1;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2015;;;;;;;;;;;;;
Ana Giulia Aldgeire;19/11/2021;02/03/2022;1;0;0;2;0;0;2;0;0;2;;0;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Rafael Laguardia;30/03/2021;30/03/2021;0;0;0;1;0;0;0;0;1;1;;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Oliver Duke-Williams;18/03/2019;18/03/2019;0;0;1;0;0;0;1;0;0;1;0000-0001-8050-1881;1;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2019;;;;;;;;;;;;;
Lee Skallerup Bessette;29/08/2017;29/08/2017;0;0;1;0;0;0;1;0;0;1;0000-0002-0827-3420;1;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;Technology and Digital Scholarship;;;;;;;;;;2017;;;;;;;;;;;;;
Ana AlcÃ¢ntara;30/03/2021;30/03/2021;0;0;0;1;0;0;1;0;0;1;;0;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Antonio Rojas Castro;15/03/2017;11/12/2020;3;0;1;0;45;0;30;15;1;46;0000-0002-8916-4997;1;0;1;0;1;0;1;1;1;Researcher; None;;Barcelona;Koln;;ES;DE;;Universitat Pompeu Fabra;UniversitÃ¤t zu KÃ¶ln;;Humanities;Cologne Center for eHumanities;;;;;literature;;;;;0;2017;DE;Koln;;;;;;;;;;;
Daniel Bonatto Seco;17/12/2021;18/12/2021;0;0;0;2;0;0;2;0;0;2;;0;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Ana Carolina Erthal;13/01/2022;13/01/2022;0;0;0;1;0;0;1;0;0;1;;0;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2022;;;;;;;;;;;;;
Gabriela Kucuruza;26/03/2021;02/07/2021;0;0;0;3;0;0;0;0;3;3;;0;0;0;1;0;0;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Daniel Alves;26/03/2021;02/07/2021;0;0;0;3;0;0;1;2;0;3;;0;0;0;1;0;0;1;1;0;;;;;;;;;;;;;;;;;;;; Faculdade de Ciências Sociais e Humanas da Universidade Nova de Lisboa;2020;Portugal;Lisbon; Faculdade de Ciências Sociais e Humanas da Universidade Nova de Lisboa;2020;Portugal;Lisbon;;;;;;;;;;;
Danielle Sanches;12/05/2021;02/07/2021;0;0;0;7;0;0;1;6;0;7;;0;0;0;1;0;0;1;1;0;;;;;;;;;;;;;;;;;;;; Fundação Getulio Vargas;2020;Brazil;Sao Paolo; Fundação Getulio Vargas;2020;Brazil;Sao Paolo;;;;;;;;;;;
Bruno Gasparotto Ponne;26/03/2021;26/03/2021;0;0;0;1;0;0;0;0;1;1;;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Josir C. Gomes;13/05/2021;13/05/2021;0;0;0;4;0;0;0;0;4;4;;0;0;0;1;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Jason Heppler;24/04/2017;24/04/2017;0;0;1;0;0;0;1;0;0;1;0000-0003-4158-6186;1;0;1;0;0;0;1;0;0;Academic Technology Specialist;;Senior Web Developer;Stanford;;Fairfax;US;;US;Stanford University;;George Mason University;Stanford University Libraries;;;;;;;;;;;George Mason University;2017;US;Stanford;;;;;;;;;;;
Ben Schmidt;27/07/2018;27/07/2018;0;0;1;0;0;0;1;0;0;1;0000-0002-8263-5485;1;0;1;0;0;0;1;0;0;;;;;;;;;;;;;;;Department of History;;;;;;;;;;2018;;;;;;;;;;;;;
Caio Mello;14/06/2021;14/06/2021;0;0;0;1;0;0;0;0;1;1;0000-0001-7492-7237;1;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Ã‚ngela PitÃ©;07/06/2021;07/06/2021;0;0;0;1;0;0;1;0;0;1;;0;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Josir Cardoso Gomes;26/03/2021;14/06/2021;0;0;0;3;0;0;1;2;0;3;0000-0001-7629-1404;1;0;0;1;0;0;1;1;0;MSc;Phd;;Rio de Janeiro;Rio de Janeiro;;BR;BR;;Instituto Brasileiro de Mercado de Capitais;Instituto Brasileiro de InformaÃ§Ã£o em CiÃªncia e Tecnologia;;Business Administration;PPGCI/UFRJ;;;;;;;;;;0;2021;BR;Rio de Janeiro;;;;;;;;;;;
Bruno Ponne;14/06/2021;14/06/2021;0;0;0;1;0;0;1;0;0;1;0000-0002-3057-932X;1;0;0;1;0;0;1;0;0;Bachelor;;;Brasilia;;;BR;;;Universidade de BrasÃ­lia;;;History;;;;;;;;;;;;2021;BR;Brasilia;;;;;;;;;;;
Ian Araujo;14/06/2021;02/03/2022;1;0;0;4;0;0;4;0;0;4;0000-0001-6359-4991;1;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Jimmy Medeiros;26/03/2021;02/03/2022;1;0;0;10;0;0;0;10;0;10;0000-0002-8280-3338;1;0;0;1;0;0;0;1;0;Meste em PopulaÃ§Ã£o, TerritÃ³rio e EstatÃ­sticas PÃºblicas;;;Rio de Janeiro;;;BR;;;ENCE / IBGE;;;ENCE;;;;;;; Fundação Getulio Vargas;2020;Brazil;Sao Paolo; Fundação Getulio Vargas;2020;Brazil;Sao Paolo;;;;;;;;;;;
Joana Vieira Paulino;29/01/2021;13/01/2022;1;0;0;6;0;0;3;3;0;6;0000-0002-9433-2799;1;0;0;1;0;0;1;1;0;Research Fellow;;;Lisboa;;;PT;;;Instituto de HistÃ³ria ContemporÃ¢nea;;;HistÃ³ria ContemporÃ¢nea;;;;;;; Faculdade de Ciências Sociais e Humanas da Universidade Nova de Lisboa;2020;Portugal;Lisbon; Faculdade de Ciências Sociais e Humanas da Universidade Nova de Lisboa;2020;Portugal;Lisbon;;;;;;;;;;;
MÃ¡rcia T. Cavalcanti;29/01/2021;29/01/2021;0;0;0;1;0;0;0;0;1;1;;0;0;0;1;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Maria Guedes;29/01/2021;13/07/2021;0;0;0;2;0;0;2;0;0;2;;0;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Elizabeth Freire;29/01/2021;29/01/2021;0;0;0;1;0;0;1;0;0;1;;0;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Luis Ferla;30/03/2021;30/03/2021;0;0;0;1;0;0;1;0;0;1;0000-0003-3617-2560;1;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;; Universidade Federal de São Paulo;2020;Brazil;Sao Paolo; Universidade Federal de São Paulo;2020;Brazil;Sao Paolo;;;;;;;;;;;
Felipe Lamarca;26/03/2021;13/01/2022;1;0;0;7;0;0;3;0;4;7;0000-0003-0002-3627;1;0;0;1;0;0;1;0;4;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Bruno Martins;30/03/2021;13/05/2021;0;0;0;7;0;0;7;0;0;7;0000-0002-8102-9416;1;0;0;1;0;0;1;0;0;Laboratory Technician;;;Lisboa;;;PT;;;Universidade de Lisboa Instituto Superior TÃ©cnico;;; None;;;;;;;;;;;;2021;PT;Lisboa;;;;;;;;;;;
Renato Rocha Souza;13/05/2021;13/05/2021;0;0;0;5;0;0;5;0;0;5;0000-0002-1895-3905;1;0;0;1;0;0;1;0;0;Professor;;;Belo Horizonte;;;BR;;;Universidade Federal de Minas Gerais;;;Escola de Ciencia da Informacao;;;;;;;;;;;;2021;BR;Belo Horizonte;;;;;;;;;;;
JoÃ£o Gilberto Neves Saraiva;30/03/2021;30/03/2021;0;0;0;1;0;0;0;0;1;1;0000-0002-2094-8216;1;0;0;1;0;0;0;0;1;Licenciado;;;Natal;;;BR;;;Universidade Federal do Rio Grande do Norte;;;Departamento de HistÃ³ria;;;;;;;;;;;;2021;BR;Natal;;;;;;;;;;;
RÃ´mulo Predes;12/05/2021;13/07/2021;0;0;0;3;0;0;3;0;0;3;0000-0001-9461-7834;1;0;0;1;0;0;1;0;0;Bachelor;;;Rio de Janeiro;;;BR;;;Escola de CiÃªncias Sociais FGV/CPDOC;;; Sociais e Politicos;;;;;;;;;;;;2021;BR;Rio de Janeiro;;;;;;;;;;;
Mariana Affonso Penna;10/09/2021;10/09/2021;0;0;0;1;0;0;0;0;1;1;0000-0001-5415-795X;1;0;0;1;0;0;0;0;1;Phd;;;NiterÃ³i;;;BR;;;Universidade Federal Fluminense;;;History;;;;;;;;;;;;2021;BR;NiterÃ³i;;;;;;;;;;;
Aracele Torres;12/05/2021;13/05/2021;0;0;0;2;0;0;0;0;2;2;0000-0002-5240-060X;1;0;0;1;0;0;0;0;2;Phd;;;Sao Paulo;;;BR;;;Universidade de SÃ£o Paulo;;;History;;;;;;; Universidade Federal de São Paulo;2020;Brazil;Sao Paolo; Universidade Federal de São Paulo;2020;Brazil;Sao Paolo;;;;;;;;;;;
Ivo Veiga;21/05/2021;28/08/2021;0;0;0;2;0;0;2;0;0;2;0000-0001-8385-3030;1;0;0;1;0;0;1;0;0;Phd;;;London;;;GB;;;University College London;;;Political Science;;;;;;;;;;;;2021;GB;London;;;;;;;;;;;
Silvia GutiÃ©rrez;02/06/2018;11/04/2022;4;0;0;0;2;0;2;0;0;2;;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2018;;;;;;;;;;;;;
Romulo Predes;28/08/2021;28/08/2021;0;0;0;1;0;0;1;0;0;1;0000-0001-9461-7834;1;0;0;1;0;0;1;0;0;Bachelor;;;Rio de Janeiro;;;BR;;;Escola de CiÃªncias Sociais FGV/CPDOC;;; Sociais e Politicos;;;;;;;;;;;;2021;BR;Rio de Janeiro;;;;;;;;;;;
Gabriela Elgarrista;23/04/2019;23/04/2019;0;0;0;0;1;0;1;0;0;1;;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2019;;;;;;;;;;;;;
Suemi Higuchi;21/05/2021;21/05/2021;0;0;0;1;0;0;1;0;0;1;0000-0002-6255-3781;1;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Stephanie J. Richmond;24/04/2017;24/04/2017;0;0;1;0;0;1;0;0;0;1;;0;0;1;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;history;;;;;;2017;;;;;;;;;;;;;
Daniela Ãvido;20/04/2019;20/04/2019;0;0;0;0;1;0;1;0;0;1;;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2019;;;;;;;;;;;;;
Tommy Tavenner;24/04/2017;24/04/2017;0;0;1;0;0;1;0;0;0;1;;0;0;1;0;0;1;0;0;0;;;;;;;;;;;;;;;Roy Rosenzweig Center for History and New Media;;;;data architecture and developer;;;;;;2017;;;;;;;;;;;;;
Samuel Van Ransbeeck;26/03/2021;26/03/2021;0;0;0;1;0;0;1;0;0;1;0000-0001-6959-6605;1;0;0;1;0;0;1;0;0;artist;;;London;;;GB;;;Queen Mary University of London;;;" ""People's Palace Projects""";;;;;;;;;;;;2021;GB;London;;;;;;;;;;;
Juliana Marques da Silva;26/03/2021;26/03/2021;0;0;0;1;0;0;1;0;0;1;0000-0002-1637-8505;1;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2021;;;;;;;;;;;;;
Victor Gayol;02/06/2018;05/06/2020;2;0;0;0;4;0;1;2;1;4;0000-0002-2442-3193;1;0;0;0;1;0;1;1;1;Phd;;;Zamora;;;MX;;;El Colegio de MichoacÃ¡n;;;Centro de Estudios HistÃ³ricos;;;;;;history;;;;;;2018;MX;Zamora;;;;;;;;;;;
Riva Quiroga;13/05/2018;11/04/2022;4;0;0;0;7;0;5;1;1;7;0000-0002-1147-4135;1;0;0;0;1;0;1;1;1;;;;;;;;;;;;;;;;;;;linguistics; Universidad Católica de Chile;2019;Chile;Santiago; Universidad Católica de Chile;2019;Chile;Santiago;;;;;;;;;;;
Carlos Manuel VarÃ³n CastaÃ±eda;04/05/2018;04/05/2018;0;0;0;0;1;0;0;0;1;1;0000-0001-9581-5007;1;0;0;0;1;0;0;0;1;LingÃ¼ista;;;Bogota;;;CO;;;Universidad Nacional de Colombia;;;LingÃ¼ista;;;;;;;;;;;;2018;CO;Bogota;;;;;;;;;;;
MarÃ­a JosÃ© Cabra Montes;23/04/2018;23/04/2018;0;0;0;0;1;0;0;0;1;1;;0;0;0;0;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;2018;;;;;;;;;;;;;
Basthian Medina;28/06/2021;11/04/2022;1;0;0;0;2;0;1;0;1;2;0000-0001-5822-5112;1;0;0;0;1;0;1;0;1;Magister;;;Santiago;;;CL;;;Pontificia Universidad CatÃ³lica de Chile;;;Facultad de FilosofÃ­a y Letras;;;;;;;;;;;;2021;CL;Santiago;;;;;;;;;;;
Juan Camilo Murcia;14/10/2017;14/10/2017;0;0;0;0;1;0;1;0;0;1;;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;; None;;;;;;;;;;2017;;;;;;;;;;;;;
JosÃ© Antonio Motilla;26/04/2017;11/04/2022;5;0;0;0;10;0;6;3;1;10;0000-0003-0591-5560;1;0;0;0;1;0;1;1;1;MaestrÃ­a en historia ;;;San Luis Potosi;;;MX;;;Universidad AutÃ³noma de San Luis PotosÃ­;;; None;;;;;;;;;;;;2017;MX;San Luis Potosi;;;;;;;;;;;
Lorena Campuzano;05/06/2020;05/06/2020;0;0;0;0;1;0;0;0;1;1;;0;0;0;0;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;2020;;;;;;;;;;;;;
Jairo Melo;05/06/2020;05/06/2020;0;0;0;0;1;0;1;0;0;1;;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2020;;;;;;;;;;;;;
Camilo Murcia Galindo;05/06/2020;05/06/2020;0;0;0;0;1;0;1;0;0;1;;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2020;;;;;;;;;;;;;
Maria JosÃ© Afanador-Llach;15/03/2017;30/08/2021;4;0;0;0;32;0;21;9;2;32;0000-0003-2652-5799;1;0;0;0;1;0;1;1;2;Phd;;;Austin;;;US;;;University of Texas at Austin;;;History;;;;;;;;;;;;2017;US;Austin;;;;;;;;;;;
Antonio SÃ¡nchez-Padial;13/05/2018;23/04/2019;1;0;0;0;2;0;2;0;0;2;0000-0001-9532-3133;1;0;0;0;1;0;1;0;0;M.Sc. Software Engineering;;;GijÃ³n;;;ES;;;Universidad de Oviedo;;;Software Systems and Computation;;;;;;;;;;;;2018;ES;GijÃ³n;;;;;;;;;;;
MarÃ­a JosÃ© Afanador-Llach;30/03/2020;30/03/2020;0;0;0;0;1;0;1;0;0;1;0000-0003-2652-5799;1;0;0;0;1;0;1;0;0;Phd;;;Austin;;;US;;;University of Texas at Austin;;;History;;;;;;;;;;;;2020;US;Austin;;;;;;;;;;;
Sebastian Fiori;11/12/2020;11/12/2020;0;0;0;0;1;0;0;0;1;1;;0;0;0;0;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;2020;;;;;;;;;;;;;
VÃ­ctor Gayol;15/03/2017;30/08/2021;4;0;0;0;28;0;3;1;24;28;0000-0002-2442-3193;1;0;0;0;1;0;1;1;24;Phd;;;Zamora;;;MX;;;El Colegio de MichoacÃ¡n;;;Centro de Estudios HistÃ³ricos;;;;;;;;;;;;2017;MX;Zamora;;;;;;;;;;;
Adriana CÃ¡sarez;12/05/2020;12/05/2020;0;0;0;0;1;0;1;0;0;1;;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2020;;;;;;;;;;;;;
Jairo A. Melo;15/03/2017;07/10/2017;0;0;0;0;20;0;19;0;1;20;0000-0002-8174-4524;1;0;0;0;1;0;1;0;1;Phd;;;Berlin;;;DE;;;Freie UniversitÃ¤t Berlin;;;Political and Social Sciences;;;;;;;;;;;;2017;DE;Berlin;;;;;;;;;;;
Ignacio RodrÃ­guez;01/04/2019;01/04/2019;0;0;0;0;1;0;1;0;0;1;0000-0002-3752-9536;1;0;0;0;1;0;1;0;0; None;;Professor;Bergamo;;Barcelona;IT;;ES;UniversitÃ  degli Studi di Bergamo;;Universitat Oberta de Catalunya;Dottorato di Ricerca (Ph.D) in Letterature Euro-Americane - XXV Ciclo;;;;;;;;;;;Universitat Oberta de Catalunya;2019;IT;Bergamo;;;;;;;;;;;
Joseba Moreno;23/04/2018;20/08/2018;0;0;0;0;2;0;2;0;0;2;0000-0002-6756-4404;1;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2018;;;;;;;;;;;;;
Joshua Ortiz-Baco;29/11/2018;29/11/2018;0;0;0;0;1;0;1;0;0;1;0000-0002-9723-4262;1;0;0;0;1;0;1;0;0;MA;;Digital Archivist;Madrid;;San Juan;ES;;PR;Universidad AutÃ³noma de Madrid;;Puerto Rico Architectural Heritage Archive;FilosofÃ­a y Letras;;;;;;;;;;;Puerto Rico Architectural Heritage Archive;2018;ES;Madrid;;;;;;;;;;;
JosÃ© Calvo Tello;20/04/2017;20/04/2017;0;0;0;0;1;0;1;0;0;1;0000-0002-1129-5604;1;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;2017;;;;;;;;;;;;;
Rosa MarÃ­a MuÃ±oz Mendo;16/11/2021;16/11/2021;0;0;0;0;1;0;1;0;0;1;;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;;BiblioteconomÃ­a y DocumentaciÃ³n;;;;;;;;;;2021;;;;;;;;;;;;;
